Category,Text
2,how do i look at someone's yahoo profile and pics?
6,*help* i just got a sore throat last night and i have a choir concert on monday...? *help*? is there any way i can easily get rid of it? maybe like a household remidy!?! *help*
2,how can i close y yahoo account?
5,can anyone tell me how a tablet(medicine) works?
4,why do some girlfriends like to have sex alot and some dont? i had a girl friend that love to have sex. now i have a girl friend that dose it 2 if im lucky 3 times a month whats up with that?
1,where can i find info on a fatal accident that killed my best friend online? her name was lois fern ramey tolliver... she was 6 weeks pregnant and was killed on the aa highway in carter county kentucky after striking a 2005 freightliner in the wrong lane in her blk 2005 merc cougar
4,what is the average number sex per month for a marrid cupple?
2,can you include somebody else's rss feed on your webpage?
3,what do you think of john lennon?
2,i dont understand smtp (iis) xp?? pleeeeaase?&#xa;i want details?
2,starting with a circle
6,are there any side effects to the product airborne??
4,why do people cheat on each other? is really human nature not meant to be with one person?
6,what causes eye stys ? i have a big red sty on my upper lid . it's very painful . what causes it . it came so sudden .
3,is quintin costa the carver? well
3,where can i get the words to the song  on the 12 days of christmas?
1,do you go to public of private school? dont tell me what school you go to.?
7,does our sense of taste change as we age? children tend to dislike bitter tastes
7,what is a cubit?
1,how do you get rid of a boyfriend who just does not get you do not want him anymore??
3,who would win in a no weapon street fight? jet li or 50 cent?
4,how do you delete topics from your history?
4,i want her soooo bad!!!! i can't stop thinking about her constantly!!!!? what can i do? i can't get this girl out of my mind! obsession is nothing
6,would wearing ankle weights all day make your legs slimmer or bulk them up?
1,what is the best way to clean you credit.?
3,do you like nudity in movies? some movies throw it in just so people go to see it
1,is their a free crimnal back groud web site?
1,recently
2,i am selling a computer
6,can you be sued for making homemade salve? i am thinking about making homemade salve and selling on line and at various craft shows. can i be sued??
2,what is the website that list the job market in asian country?
1,is my membership paid up? i cannot find my aarp card
5,who were the first users of the zipper?
5,are there any colleges offering lifespan a psychology course during the winter break in the newyork area?
1,do you tip waiters in australia?
5,what is the best part time mba program in atlanta
4,if you like someone and your not sure they will like you back what shall you do?
1,hospital t.v.s?? if scientist say that telivision is so bad for you...then why is there one in every hospital room?
4,i would like to know where to find the good adult chat rooms.?
1,did jesus really die on the cross?
3,did annette benning receive an oscar for her role in being julia?  what website has this information?
6,cavernous hemaniomas( around/inside right ear
2,what is the process deskpan.dll? is it safe to be removed from my computer and what exactly is it (spyware)?
3,whats this rock song? the chorus is sung in a britishy accent although i think the band is american and the lyrics go it's all over
4,please help me !? what should i do i wanna ask a girl out but i think shes got something going on with a friend.
6,what is a s-curl?
1,does anybody know how to astral project? (controled out of body experience)? can anybody tell me the procedures for a full
2,what is the best free photo hosting service?
1,what is the real name of pope john paul(ii)?
3,do you think eminem is the best rapper ever???? well emienm...i believe you em to the core....the most &#xa;popular rapper even in india
1,how can the weather be hot as hell one day and cold as hell another?
1,should a professional gambler who file income tax as a gambler
1,when you create a group are people able to access it without you inviting them?
3,who are the composers of garota de ipanema? when was it composed?
6,what is posterior fossa syndrome?
1,how can i find my baby's photo from the hospital in 2002?
1,what's the best way to put together a difficult clue/scavenger hunt in portland/vancouver? i'm doing a clue to clue hunt for my husband's birthday... any ideas?
1,where in florida is a house made of coral and built by a 4 ' man? i saw this on tv a month ago
3,which singer(s) performs missing (like the desert misses the rain)?
6,what's the fastest way to loose belly fat?
3,anyone remeber the movie solient green? if so
2,how do i install front usb 2.0 ports?
2,how to deploy software to every computer apart of a domain? i need to deploy software to 300 computers  thats part of a network
7,one purpose of the collision experiments is to study blank structure?
7,why does a kitchen gas burner glow yellow when a pot of boiling water overflows?
1,where can i cash a cheque from great britain in pounds in the usa? i will be receiving a cheque for a large amount from a lotto winning that will be for 1
2,i want to send a friend an album i put together online.  is there a place that allows me to send a 80mb file? i would like to just be able to log on and upload and send.  i've seen my friend pull albums off a site that her brother had sent her but i can't remember the name.  not bit torrent.
7,arteial supply of the heart?
4,what is the best way to get your ex wife to leave you alone? we have been divorced for 2 years and i am re-married and i have custody of our 2 girls but she will not stop the calls
6,how long does it take for the hiv to appear positive after someone gets infected with it?
1,what's the best type of mortgage to refinance to? should we stick to a 30 year fixed
2,how to permote a site at zero cost?? i have built a site http://cooltechno.250free.com and wana permote it what to do??
6,how addictive is extacy? can you have a ''bad trip'' on extacy?
1,what's the world's biggest town? i mean
4,is it wrong to have an affair after marriage? i am not happy with my husband so if i have affair with somebody does it amount to infidility?&#xa;i have a daughter so i don't want to break my marriage.
1,where is the best place to get lost in the wilderness and survive in north america?
4,where do you go to makeout if you have no car and can't be alone at home? yeah..... movies seem to work ok
6,what causes bad breath and how do you get rid of it?
5,are university of pennsylvania and new york university public or private universities?
7,do insects breathe?
5,how many licks does it take to get to center of a tootsie roll pop?
3,who wrote frankie and johnny?
2,what is the maximum bandwidht does the slt dsl support at present? about slt telecommunication in srilanks.
3,when does kingdom hearts 2 come out in the u.s.?
3,if you saw pride &amp; prejudice tell me what you thought of it? i saw the movie and i loved it!
1,is patriarchy inevitable?
2,is there any real difference between friendster and myspace?
3,does anybody remember the old comedy show called the goodies? i remember it was on pbs back in the 70's.&#xa;&#xa;the lyrics for the theme went something like this:&#xa;the goodieeeeeees&#xa;goodie
2,why does firefox loose file extensions when i try to download a file. eg. 123.xls is saved as 123 only. no.xls i know it has to do with the way the software handles mime types
2,how to make a backup of your windows registry.?
1,what is intrisic value?
4,how do i find my soul mate?
4,how do i know if he is the right guy for me?
1,why don't president bush do something effective to keep illegal aliens out of the country?
1,what could be the internal control weaknesses in relation to purchases and accouts payables?
5,where can i see an aerial shot of an address?
5,what are 4 ways seeds travel? i am doing a project on how seeds travel! can you help me?
1,bail bonds boise idaho licence? want to get a bail bondsman licence for boise
4,is having sex with a third cousin who everyone refers to as momma a bad thing?
1,how do you legally change your name to a 'symbol' like prince did?
3,is anybody goin to see the new version of king kong?
7,what is the chemical name of  bermacoll used in paint production?
1,jungle mein mor naacha kisne dekha???
3,how can i meet jonathan schech
2,how does the mapquest directions feature work? who created it
1,why cant i find a decent job? i'm educated
5,instead of exluding discussions of evolution/creationism/intelligent design
6,what is pubic hair for?
1,wireless router worth the $$?
4,i have aboy friend and another girl wants me. how do i stop the girl?(read details)? ok
1,how would u rate bowwow?????
2,so where is it in domain ?? here's the answer that ociphoto gave:&#xa;you can set it in a domain policy. if you edit the default policy for the domain it will be set for all users once they log in.(i know that but where i can find it??i found where i can hubit users to change homepage just that!!!!!
6,has anyone had bells palsy...if so..how long til first noticed any recovery/improvement. thanks s?
4,i'm in the 8th grade and there is a girl i like. what should i do.?
1,church info? what is happenen in your church
1,do jimi hendrix and cream lead to development of heavy metal music?
1,how do i delete search words?
4,i asked my crush to the winter dance and she said yes so now everytime were together..i want to be more..? she started out as my firne during softball season and we hung out messed around we were kewl i asked her out once during softball but she got a lilweird and went back to her girl..so then we were just friends and then we started to hang out more and so i asked her to the winter dance(jan.13) so everytime we see each other out in publice we glance smile and and wink or laugh it depends but when were not together were on the phone talkin about everything thats anything and when we happen to run into eachother but were with different ppl we always glance back and smile and keep looking everyonce in awhile..i want us to be more  but i jut dont what to tell her..
7,natural gas composition? there was a gas leak in the building at work today.  the plumber
6,does anyone know what it is when you have constipation with flu-like symptoms?
1,what is the meaning of corporate training?
1,how to be like a yahoo founder mr. david filo??
5,what is a nice gift for my sister? she is 32 has two boys and she is studying to be a minister
1,where can i purchase happy new year cards to send out to friends and family? i want to be different this year with sending new year cards instead of the happy holiday cards.  any ideas?
6,he has a reoccuring single blister on his penis that comes once a yr from stress. what is it? could it be venereal?  it never causes any pain and it is only one that he has had come and go for years.  is it something to be concerned about?
2,how do i use css to put an image at the top-right of a page?
2,what is the best free ocr software for windows? no trialware please!
3,what is your opinion on how well or badly the latest installment of harry potter went?  why?
2,does anyone know of an opensource web registration software that i can use with php and apache?
6,what is the difference between foam soap and regular liquid soap? is one better than the other? or are they virtually the same.
1,what kind of toys do you recconnend for 10years boy? ^^
1,the thing says no spam how do u know whats counted as spam?
4,there is a guy that i met in school but i donot like him like he like me what should i do? the reason that i donot like him is he say things that i dont like i try to be his girl but he do not have a car to take me out than one day he say i want to get you pregnant but if he would have say i wish thatyou was here with me that would have been diffect thenif i say something that he donot like he be like i went to kill my self the only thing that he show me is that he can pay my phone bill. what should i do
1,how do i find what city a phone number is coming from?
4,will i always be alone and single? it just seems hopeless for me
1,what is the capital mexico?
7,is the big bang theory probable
4,how different is the feling of penetration between a man and a woman?
2,can any one know about microsoft excel ? i want to protect my xl file from others delete it.i know that i can protect by editing and see from others.but i dont know how to protect ot by delete from others?
1,if you were 15 wat would you get your 15 year old best friend for christmas?? just to let you no
7,why sometimes a white foggy line or trail made behind the airplane in the sky.?
1,how can i reduce the size of a picture? with what program?
7,does insulated or uninsulated wire work best for electromagnets?
7,how can i make a phone call to argentina? besides the local phone number
6,i was raped when i was 5 years old. no-one knows about it. i dont remember bleeding. am i still a virgin? will i bleed the first time i have sex as an adult?
1,do women really find men in uniform attractive? i was just wondering if it is the army uniform getting me all the looks.
1,pop ups that i want are now being blocked
1,what is the hottest state in the united states?
2,can some one tell about some free website hosting sites??
1,i'm getting problems sending mail from my yahoo what do i need to do?
4,i like exexex bf we kept breaking upthen gettingtogether he has a gfnow and i c him everydayin skooli like him i like exexex bf we kept breaking up then getting together he has a gf now and i c him everyday in skool and we have all the same classes but i stil i like him alot i cant stop thinking abouty him...what do i do????i want to get over him but it hard cus i see him everyday and i still have feeling for him..please help????
2,how can i connect wireless w/ speedstream adsl modem and belkin router?
7,which igneous rock can be changed into schist?
3,what is the best electronic out?
4,i hate my best friend's boyfriend!  what should i do? what really stinks is that she's changed.  she never hangs out and he always causes drama when she does.  should i just find a new friend?  i want her to be happy
7,why is uranus out of place? was there a cosmic collision?
7,can anyone tell me how the snow is formed? because we have rain
4,how much do you love your pet
1,what do you think is the creepiest job?
2,how do i delete username and password
4,i live with my parents
2,what happened to the solitaire.com site. the download is no longer working.?
5,what is meaning of shivani?
6,i have mucus in the back of my throat how can i get rid of it?
6,my wife has a menstrual cycle 4 times a month for about 7 days.what is the problem?
1,how do u make alot of money when your a kid?
1,should gov. schwarzenegger stay the execution of stan tookie williams?
2,ditch firefox for internet explorer 7 [beta]? i've been a fan of firefox for quite sometime now &amp; decided to check out the ie7 [beta].&#xa;to my surprise
1,is there anybody to post me free coins of his country?
3,where can we find vintage carnatic music videos to download free?
6,how many times is go toget upset during a day? why i am getting upset?&#xa;why i can not save money although i am working?&#xa;why i always feel lonly?
1,how to find out if someone send you money from western union?
4,can you help me? i am having trouble making friends! i'm from a small town!? hi!&#xa;   i am from a small town and now have moved into a lage town! i am married and we have a 2 year old son. we go to play groups but
5,should punctuation marks always be inside parantheses?
6,how many mg of vitamin c should be taken per day for an adult to fight the common cold.  can you take to much?
3,what do you get when you multiply six times nine? and why does it matter?&#xa;&#xa;(and
6,what is the quickest and safest way to loose weight? (no fad diets)?
1,what would u do for a clondike barr?
6,how can i lose weight at home? well iam 18 and i have no money to be wasting on a product that might not work so iam lookin for a free trail of some weight loss pills can you help me
1,what is the difference between an agreement and a contract?
1,how to change a habit ?
1,what do scientologyist believe in ?
6,is there anything out there that lightens freckles? are there any creams or alternatives to lasers or surgery for lightening freckles?
3,in the last hour yahoo decided it's not ok to refer to gary&amp;wendy as retard's but jeff the drunk is fine????
3,tru calling? does anyone know why tru calling on fox was cancelled?
6,side effects of protonix 40mg? what are side effects?&#xa;&#xa;same for aciphex 20mg
1,how do you sell a house that is listed jointly...the parties are getting divorced.?
2,what site can i go to to find smarze
7,why does a laser shined on brushed alumiun reflect a solid halo
6,what is a good natural way to lower blood pressure?
2,how do i incorporate a music video into my web page? what code do i use?
1,are there child molsters in ct?
5,before they invented drawing boards
3,how can i unblock myspace? my school blocked it
2,which is the best programming language till date?
2,how do i run a ruby program on winxp (i have ruby installed...)? i have intsalled ruby but can not figur eout ho wto run a small program. windows xp...
1,how many times has christman fell on sun. and what years?
7,why do people need sleep? we've always accepted it as a fact of life
1,virtual administrative assistant/answering service? has anyone worked with a virtual assistant? would you pay for the service? i am thinking of starting this serv&#xa;a virtual admin. i am thinking of starting a small business as an virtual admin. asst. setting up  video-conferences for different companies using my software and camera. as well as projects that any admin. asst. would do. i have worked with polycom
6,is general surgery worth it?
1,can you give me a job? non profit professional
2,whay my computer take too much time during the boot process
3,what is the best music blog to read? i like stereogum
2,i need the software for a lexmark z611 printer where can i go to get this and download it? bought the printer used.
6,what is obsessive compulsive disorder?
1,what is the genesis of the name 401k?
4,how can i increase the volume of my sperm when i orgasm?
4,what is orgasam?
2,what happend to odigo messenger?
2,can someone help me get gmail?
4,i have a husband and im paying 95% of the bill should i dump him?
3,does anybody know the group that sings staring down the barrel of a 45? swimming through the ashes of another life
6,can you get a wart from touching someone's wart?
2,why isn't  the default login to yahoo! mail secure? is yahoo! collecting our passwords in clear text for some nefarious reason?  why don't they make the default login to yahoo! mail secure?  i've asked them about it after spending the better part of the day looking for a way to provide feedback to yahoo!
6,what is philtrum?
4,who is more creative with sex men or women? and if so what did u do for your partner
5,what type of heat is usually the cheapest to install and maintain:lp gas
1,how to  to deposite money in personal paypal account?  i have hdfc bank account. i live in kolkata
1,i have been offered a listing in manchester who's who. is it a legitimate publication? they don't say how they got my name and address at work.  they don't say who nominated me. and they do say they are not affiliated with other who's who publications.
3,if the foofighters arn't satanic the upsidedown cross would be against their religion?
2,can i run 2 internet servers at the same time? my club wants to have a chat room on aol for meetings.  do i need to change from my server to aol as i want to keep my own?  or is there another way to do the chat without having aol?&#xa;thanks!
1,where is the best hook up spot?
2,how good are dell xps desktops? i don't care about price.  eta of the system is a major part
3,who is your favorite country singer?
2,turn off dsl modem at end of day?
2,what is the best software to edit pics? any and all would help. it would also help to know if it is free or not.
3,i can't remember the name of the villain who would always tie dudley doright's girlfriend to traintracks??
1,what is the best way of maintenance practice following in the world?
2,how i can install php on xp?
4,what is the best christmas gift for an 18 y/o girl from tx. who loves horses? (from a boyfriend)?
7,what is the process of cremation?
3,where can i find a site to download yu-gi-oh episodes from 190-220 in english for free please i need help!!!!? i have treid using lime wire
1,who all out there likes dogs?
7,what is the predicate logic?
3,what tv station is the best out of cbs
1,how do you download yahoo! answer beta?
2,what is sound card in computers?
4,how do i get a boy to tell how he feels about me? he likes me but he wont tell me
1,what should i do with all of the holiday cards i received?
1,how can i get money by working online? i have read so much on internet but can i believe other people who i havent met before
3,what`s your favourite singer?
1,which bank pays high cd interest ?
1,i am bored and i feel exhauseted working all day. what should i do?
1,what is faux fur?
7,is taurine really bad for you? that stuff in energy drinks.
6,does recurring cold sores mean you have herpes?
1,should i kiss my boyfriend and if i do it tomorrow would it be to fast he not like it?
1,why do men put there wallets on there right butt cheek pocket? ever though about that?
7,what are the main products of the incomplete combustion of fossil fuels?
1,how can i meet jeniffer lopez for real?
1,why do we hav dream? when i sleep i often hav dream y do we hav dream when sleeping.
3,is the daily show the best news show n tv?
3,which csi is best?
1,what is the reason for poitns on yahoo! answers? im so confused!
2,what is giftworks 2006?
6,do health insurance companies cover plastic surgeries?
4,are there any true free dating on line that do not charge a fee for there services?
1,what were the books on the best seller list in 1970 and 1976?
3,what is your favorite horror movie? whoever chooses my favorite will definantly get thumbs up
3,what is the name of the dmx song in grand theft auto liberty city stories?
4,would you leave your boyfriend of 15 years for a better job that in in a diffrent state?
7,wat is the answer to (5x - 2 ) ( 4x + 3 )?
1,why is it that you can help so many people unselfishly
5,how can i check my final grades for college?
6,im losing my voice? how can i get my voice back quick??
6,pain relief for pain in the ball of foot?
4,how do i get all of the girls in my school to love me? like steps or something
6,how can i find someone  in indiana or ohio who performs cool laser therapy? there is a holistic clinic in vail colorado that offers cool therapy laser treatments. how can i find someone in indiana or ohio who does the same treatments? i've tried everything i can think of via internet directories
3,where can i learn to do the robot?
1,who would win in a fight godzilla or king kong and why?
4,i'd like a 15-16 year old guy's opinion on this one...? ok so i really like this guy at school alot..and i have for about 3 years now.  i really think he likes but i'm not really sure.  he's really shy and nice and super funny.  i don't know what to do.  if a girl liked you and they told you
2,best bit torrent client? im currently using shareaza to download torrents. do u think there is a better client to do that?&#xa;&#xa;thx guys!
6,do girls fart
3,why have i started watching south park 
4,how can i stop cummuing quick with my girl friend?
1,iam a adult baby how can i tell my wife?
5,what was president wilson's opinion of wwi at the beginning of the war? did most americans agree with him?
2,what do you think of my website? (www.solutionbound.com) any comments or suggestions including the ads?
2,are there any ms access templates to create a structured survey/questionnaire? preferably at no cost. i need the survey to be able to go to certain questions based on answers. for example
4,what do you do when your love leave you for ever?
3,how can i leave an e-mail at wwww.kingflex.tv.?
1,what is the best christmas gift for a boyfriend?
1,what kind of man are u atracted 2.? im atracted 2 boys with blue eye
6,what are my symtoms of heat waves
5,with research tools like the internet how come some poems are still anonymous? can't they trace the author?
3,how many years will young buck get for the stabbing incident?
6,how do you stop a nervous habit of biting the inside of my mouth?
5,what should the serving temp. of coffee be ??
4,why do lesbians or bi-sexuals or bi-curious females believe that women are better in bed than men? my reason for this question is to prove
7,what is the color of the bear? a bear is on top of a cliff 200 meters tall. it trips and falls down and hits the ground in 20 seconds. what is the color of the bear?
6,what store can i buy jovan ginseng?
6,what is a good over the counter medication to help me stay asleep
3,how many jackets do i have altogether? in my wardrobe all  but four of my jackets are brown
3,when did eric carr die? 2nd drummer for kiss
2,i keep getting the network cable unplugged error with windows xp!? ok. this is absolutely retarded. i have a network cable
7,fast levenberg-marquardt algorithm?
1,what is the best business idea to start with and make good money?
1,what if person w/ legal custody dont give permission for me to claim dep.even though he lived w/ me for 1 yr.?
6,how do i stop hiccups?
1,as usual disgusting kids with too much time on their hands are intruding on a logical site.? i am so tired of looking at message boards hoping to learn something and finding it filled with disgusting comments from kids and young adults with twisted minds and too much time on there hands
7,where is paupisi ?
1,how can calculation commisions in the network marketing plans or programms?
4,have u ever been friends with a member of the oposite sex 4 more than a year before you started to date? are those the kinds of relationships that end up lasting?
2,how do i keep history from saving on my yahoo search bar?
1,where can i find ecards that jump out and scare someone?
4,is it possible for the girls to get the baby at very first time if they have sex? i want to know about this.
1,if germans are the most short tempered 
7,is the sun really yellow? i wanted to know if the sun was really yellow or was that a far away look at it. is it red or orange what color is it.
7,what does germination mean? how it works?
4,how do i tell if a guy likes me or not ???
1,art gallery feasibility? what would be the major fixed and variable cost items/drivers for a small art gallery? some might seem obvious
2,what are suitable professional softwares to creat and edit xml documents?
7,who discovered electricity?
1,what exactly do guys look for in a girl?
7,how do fire act in 'zero gravity'?
6,information on amoxicillin yellow capsule 93/3109?
1,what are the best stock market sectors for 2006? what sectors of stock market are the best for 2006? drug
3,this one is a hilarious riddle? a woman shoots her husband.&#xa;then she holds him under water for over 5 minutes.&#xa;finally
1,does god exist? why?
1,is jcpennys hiring?
1,can you deduct the amount of a personal loan from your income tax if the borrower declares bankruptcy?
7,why space has exactly three dimensions and not more or less ?
1,should people stay at a job where the supervisors make you stand up for long periods  of time? do you think it's right for supervisors to make you do things like stand up at your desk or sit in a cold room just because you are not making enough bonus money like they expect?
1,what can be done legally to protect a person from a mental ill person sending them threating mail?
4,is the flirting and  sexual activities that go on between some men and women on here onsidered cheating?
3,what is gothic rock  about? who are some good gothic rock artists? i really need help on that (*_*)?
6,blood used to come out during brushing up my teeth. how can it be cured?
2,can i download bios for my computer for free?
1,why is my favorite color red?
2,why i fail every time i try to copy dvd movie although i have a good dvd writer and regesterd software? why i fail every time i try to copy dvd movie although i have a good dvd writer and regesterd software
2,why would there be a difference in content from the same site with different browsers? for example
4,the best celebrity to have sex with???
7,tell whether each sequence is arithmetic
1,how to become a rich?
5,the sophisticated andean
1,dontcha think we should be able to vote on best question? i think that would get rid of some of those outlandish questions.  how many more people can ask if they are really in love
1,after i reach level 5
1,what is --- 2 plus 2?
3,is there gonna be a grey's anatomy on january 2nd? what will it be?
3,this one is really a tough one. can you solve this one? a wise king devised a contest to see who would receive the princess hand in marriage.&#xa;the princess was put in a 50x50 foot carpeted room. each of her four suitors were put in one corner of the room with a small box to stand on. the first one to touch the princess hand would be the winner and become the new king.&#xa;the rules of the test were that the contestants could not walk over the carpet
4,i think my boyfriend is cheating on me; how do i confront him? my friend told me that she thinks my boyfriend is talking to his ex again. i don't know if it is true.
3,i asked if foofighter were satanic u guts told me no then y n the video doa does he have a upsidedown cross on
1,anyone else doing nothing tonight? just wondering if anyone else has no plans for tonight...my husband is working and i'm pregnant so i get to sit around and watch my family get drunk.
4,what would be the perfect date for you??
3,do advertising agencies let you audition for tv commercials if you're not a career actor?
6,what does stabbing pains in the prostate after ejaculation mean?
3,why is e-mail the same as a penis?
2,how i can add_bot to my counter strike 1.5 series ( computer game )?
7,how big is the moon?
1,where did the dollar go?!? three friends check into a motel for the night and the clerk tells them the bill is $30
1,how do i get an answer from yahoo.?
1,the last 5 minutes of your life... what do you have to say ????
4,what isphonography?
1,how do you change your yahoo id?
2,do you need to pay for mac os x remote desktop (client)? if so - what are some alternatives? (not vnc).?
2,got norton virus protection and can not get up dates why is that?
2,does anybody else use giganticurl.com? or is it just me?
1,how can someone open a savings account after being blocked by check systems(tm)? a relative has to use a check cashing service because of something he did over 5 years ago and now no bank will open even a savings account. is this true?
1,can i locate the address of a missing relative
3,what's the drummer of black sabbath's name? i seem to know everyone but him
3,where can you watch afroman's music videos?
1,i am trying to locate a phone number for someone living at 2521 s.w. mayacco bay
2,how do i clear my search history on yahoo?
1,if god can do do anything...can he create a doughnut so large that he could not eat it?
7,when an aeroplane is flying on a place which is facing earthquake
6,what is the best inexpensive way to rid cellulite and fatty deposits off hips and  stomach?
6,what is the normal value for resting blood sugar?
2,what's the best low-midrange ($400) workstation video card for 3d/2d graphics? i'll be using 3ds max 8 and maya 7 as well as photoshop.
6,how do you cure constipation? without having massive diarrhea.
7,if we all supposeably came from adam &amp; eve why is it that there is so many race's? shouln't we all be the 1 ?
1,what are the best new fields to look for employment???? i would love to change professions..?
2,what is the best website to go to when your bored? i'm bored...
7,why is wyoming so windy? can anyone explain why cheyenne the capital city of wyoming is so windy for most of the year? what climate or weather produces these strong winds?
2,can linux be installed when using xp os ? iam not able to install bec when i start installation it ask me to reboot and nothing happens..after reboot .according to readme a welcome screen should appear after  reboot .... what to do someone help pl
1,where do i find someone's phone number?
6,what is the best all natural cure for dry skin?
7,how much mass is earth converting to energy per unit time to generate its gravity?
1,what is your favorite holiday in the whole world? theres a guy in a red suit.
1,why are man hole covers round ?
6,what is that tiny pinhole near the top of someone's ear near the temple? i have seen this maybe 3 or 4 times
2,at level 2 in yahoo answers
5,does anyone know the month and year that sylvia browne was born? just curious to find out her astrological sign?!thanks!***julia***
5,what are the diferent mass communication theories?
1,what is the most confusing question that has not been answered yet?
6,when a girl gets her period will her breast start to get bigger? because my sisters breasts are bigger than mine and she is younger than me and she also got her period before me.
4,how do you find a womens g-spot?
3,why do people in germany like david hasselhoff so much? i am a curious person who has never understood why an american actor would be such a famous songwriter.&#xa;someone please help me figure this out! it's driving me crazy! thanks.
5,how can i find my birth number without any trouble?
1,whats the best way to get a cruise ship job?
7,what are the colors in rainbow? and in which order?
4,what should i do. must see details.? when me and my ex were together we faught a lot but i think it mainly due to my unwillingness to compromise. but i broke it off. and now here it is 4 months later and i realize that i screwed up and am still deeply in love with her. i waited 2 months to just get another lay she waited a month and is now in another relationship. with somone that she says she loves. but she also says she still loves me. and she torn equally between the two of us. the new guy goes to collage with her every day and is in a position where he can make her life a living hell if they were to break up. this is an excrusiating experiance for me as far as emotions go. i get 1 hour of sleep pre night. because i stay up thinking about her. i know there is no possible way this guy loves her more than me. but he is more finacially stable and is heading the right direction in life. wich of corse makes it that much harder. plus many other things i don't have room to type. so how can i win her back? or should i not try?
1,health insurance for small businesses?
1,do u think my love of my life come back to me?
1,where do i find a lender to buy only a piece of land?
1,how many feet are in an acre? 43
4,how to tell if a guy is digging u? i like this guy in my class and people say he likes me but i don't think he does and i don't want to look like a complete idiote by going up to him and asking him out if he doesn't like me to
2,unwanted toolbar. it takes me too club-freefind.net. i wish to remove it.? it doesn't show up it the program removal screen. my spyware detection doesn't pick it up. it also added new address' to my favorites.
1,i downloaded a report and it came out in a bunch of numbers and letters
4,what's the longest you've ever known someone and managed to remain friends?
4,should i get married?
7,what is a brockenspecter and what causes it?
3,what exactly killed river phoenix?
2,what is the different between yahoo interface in old version and lastest one? i mean that i want compairing between these in graphical user interface....using the human interaction  with these interfaces.
4,where or how do i get to the x-rated side of yahoo?
3,what is worse than biting an apple &amp; seeing a worm?
1,when did you become a pagan/wiccan ???
3,what might be the first step to becoming a gospel recording artist other than making a demo? i would especially love to sing back-up for a gospel artist.(karen clark-sheard
7,convert the following please:                 55ft/lbs to n/m &amp; 65ft/lbs to n/m &amp; 75ft/lbs to n/m  thanks?
1,who is luciano pavarotti?
7,why do magnets pull toward metal items?
1,what is infrastructure? in bpo
2,is there any site offerign free images/clipart without any copyrights?
5,how do i shot web?
5,what was lucknow pact? it's related to the history of pakistan; a part of asain subcontinent
1,which gets dirtier when you wear it
7,if atoms of a halogen nonmetal gain one electon
6,good supplement names to strengthen my muscles? i need some really good supplement names to strengthen my muscles. i exercise regularly and i want a steady growth of muscles
2,what all do i need to keep my computer safe and clean and running faster? i just started using my computer and i am new to this.i have mcafeesecurity
1,how do i access my account  balance/activity with wells fargo?
1,how many of you pray to win the lottery? i am just checking my odds. =)
3,who killed kurt kobain? himself or courtney love?
4,my boyfriend is going on a 7 day cruise w/out me. should i be worried? we have been together for 4 years and are very committed. he has never cheated on me and claims that he would never do so either. we are in love
1,is ace ventura still a classic? i tried to watch it
4,is it k to have a boy and girl friend if they no?
3,how do you stopyour mom from watching soap operas? my mom will not stop watching soap operas.
6,is frequent masturbation bad for teenagers? im 16 and ive been masturbating regularly for a long time and recently  (last 4-6 months) been doing it once sometimes twice aday is this bad? i also get verry tired sometimes can this be a possible reason?
4,why do the people have such a hard time treating person's with disabilities like real people? physical disabilities (like someone who uses a wheelchair)
2,what is java
3,in the rugrats go to paris how did chuckie's mom die?
7,what is acid?
3,do the backstreet boys have a chance on their comeback? did their little hiatus hurt their careers or can they start from scratch? i really don't care; i'm just throwing out the first thing that pops into my head.
1,how much it costs to rent 1 bed room apartment in chicago and suburb area?
3,are jennifer aniston and vince vaughn still dating or are they engaged or is it all over between them anymore?
1,what are your favorite colors?
7,does anyone know of a good college to study zoology at?
6,why are my eyes burning all of a sudden when i put in my contacts? i didnt do anything differently than i usually do. i took out my contacts the night before and cleaned them like im supposed to. when i went to put them in the next morning
2,why is it that pimple face teenagers get on the internet just to bash people? i was just wondering...some people are on here for fun and some take it seriously and some are just down right rude and obnoxious.
2,how do i get data from a hard drive that died due to a corrupted partition table? i can see the two partitions on the drive with fdisk. partition magic says the drive has a non-standard geometry. i am unable to install even dos.&#xa;any ideas how i can get data from the second (extended) partition?
1,what would you like to see in an economic programme on tv? hi
1,what is the easiest way to learn the capitols of all 50 states?
2,how do i reactivate my yahoo account ? my yahoo account darkmoongx10 has been deactivated .&#xa;i want yahoo reactivate my yahoo account darkmoongx10.&#xa;it is very importand for me please .&#xa;and i have in this account an importand information for me&#xa;i'm truth in yahoo that will reactivate or back to me my yahoo account .&#xa;&#xa;and i'm allready everyday help alot people to join to yahoo services really.&#xa;thanks too much
1,who is beautiful - men or women ?
3,what movie is this from? i seen a lot of these questions lately
2,how can i play old dos games on my windows xp?
3,what is a really cool christian song...? i need a really cool christian song that can be sung as a duet between a husband and a wife.  please help!!
1,where can i buy standard bank balance confirmation letter for auditing purpose?
6,how can you not be a hoe but still have a little fun?  help me out please?
5,where can i find a list of all us college operating budgets? particularly interested in northeast/midatlantic region
2,is there an easy way to create a program to catalog books in microsoft access?
1,how to get pass word of my yahoo id if i have forgotten details provided at the time of ragistration?
2,how can i remove temporary internet files
4,do you believe in love at first sight? i dont
1,is dance a way to give away tension and frustation?
